#{"t_start": 1617149632.9315298, "env_id": null}
r,l,t
20.0,20,0.486553
11.0,11,0.500407
11.0,11,0.513559
16.0,16,0.533557
13.0,13,0.549556
17.0,17,0.570549
68.0,68,1.11952
17.0,17,1.140524
14.0,14,1.157526
25.0,25,1.187941
18.0,18,1.209493
10.0,10,1.221498
16.0,16,1.241487
11.0,11,1.713951
13.0,13,1.729916
31.0,31,1.76691
25.0,25,1.797493
24.0,24,1.82649
9.0,9,1.837495
60.0,60,2.370464
28.0,28,2.405313
23.0,23,2.433885
18.0,18,2.455871
20.0,20,2.94044
11.0,11,2.953412
13.0,13,2.969405
33.0,33,3.010283
12.0,12,3.024431
21.0,21,3.050427
13.0,13,3.066426
21.0,21,3.546892
16.0,16,3.568818
21.0,21,3.594258
24.0,24,3.6234
15.0,15,3.642404
45.0,45,3.697811
40.0,40,4.204373
16.0,16,4.225217
14.0,14,4.243299
11.0,11,4.257476
39.0,39,4.304222
45.0,45,4.81434
20.0,20,4.839337
19.0,19,4.862315
13.0,13,4.878309
12.0,12,4.893335
21.0,21,4.918335
15.0,15,5.39231
20.0,20,5.416729
39.0,39,5.464301
22.0,22,5.491304
43.0,43,5.543279
43.0,43,6.054145
16.0,16,6.073283
31.0,31,6.110272
20.0,20,6.13525
13.0,13,6.151253
14.0,14,6.618675
33.0,33,6.658704
31.0,31,6.696217
49.0,49,6.755265
32.0,32,7.256186
42.0,42,7.306217
21.0,21,7.332213
12.0,12,7.346633
10.0,10,7.358627
30.0,30,7.843619
55.0,55,7.91061
77.0,77,8.467576
35.0,35,8.510569
47.0,47,8.567569
59.0,59,9.091544
70.0,70,9.177538
63.0,63,9.69711
52.0,52,9.760098
112.0,112,10.365246
190.0,190,11.486426
80.0,80,11.583438
78.0,78,12.119391
70.0,70,12.203399
98.0,98,12.759945
93.0,93,13.310775
82.0,82,13.409871
145.0,145,14.450837
61.0,61,14.524861
156.0,156,15.139812
198.0,198,16.277785
193.0,193,16.952735
181.0,181,18.029094
239.0,239,19.209617
362.0,362,20.509547
358.0,358,22.21746
514.0,514,24.570764
563.0,563,27.454203
51637.0,51637,259.626901
489.0,489,261.889228
541.0,541,264.216247
665.0,665,267.147073
862.0,862,271.126324
932.0,932,275.191527
1401.0,1401,281.483808
4173.0,4173,300.615832
